cylinders,displacement,horsepower,weight,acceleration,model_year,power_to_weight,displacement_per_cyl,log_weight,log_displacement,log_horsepower,weight_class_enc,era_enc,origin_2,origin_3,brand_enc,brand_buick,brand_chevrolet,brand_datsun,brand_dodge,brand_ford,brand_other,brand_plymouth,brand_pontiac,brand_toyota,brand_volkswagen,mpg
4,90.0,75.0,2108,15.5,74,0.03557874762808349,22.5,7.653494909661253,4.499809670330265,4.31748811353631,0,1,1,0,other,0,0,0,0,0,1,0,0,0,0,24.0
4,116.0,75.0,2246,14.0,74,0.033392698130008905,29.0,7.716906135298388,4.7535901911063645,4.31748811353631,0,1,1,0,other,0,0,0,0,0,1,0,0,0,0,26.0
4,120.0,97.0,2489,15.0,74,0.038971474487746086,30.0,7.819636302367592,4.787491742782046,4.574710978503383,0,1,0,1,other,0,0,0,0,0,1,0,0,0,0,24.0
4,108.0,93.0,2391,15.5,74,0.03889585947302384,27.0,7.779466967458324,4.68213122712422,4.532599493153256,0,1,0,1,other,0,0,0,0,0,1,0,0,0,0,26.0
4,79.0,67.0,2000,16.0,74,0.0335,19.75,7.600902459542082,4.3694478524670215,4.204692619390966,0,1,1,0,other,0,0,0,0,0,1,0,0,0,0,31.0
6,225.0,95.0,3264,16.0,75,0.029105392156862746,37.5,8.090708716083997,5.41610040220442,4.553876891600541,1,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,19.0
6,250.0,105.0,3459,16.0,75,0.030355594102341718,41.666666666666664,8.148734808937169,5.521460917862246,4.653960350157523,1,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,18.0
6,250.0,72.0,3432,21.0,75,0.02097902097902098,41.666666666666664,8.140898460607852,5.521460917862246,4.276666119016055,1,1,0,0,other,0,0,0,0,0,1,0,0,0,0,15.0
6,250.0,72.0,3158,19.5,75,0.022799240025332488,41.666666666666664,8.057694194815587,5.521460917862246,4.276666119016055,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,15.0
8,400.0,170.0,4668,11.5,75,0.03641816623821765,50.0,8.448485993406447,5.991464547107982,5.135798437050262,3,1,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,16.0
8,350.0,145.0,4440,14.0,75,0.03265765765765766,43.75,8.39840965542627,5.857933154483459,4.976733742420574,2,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,15.0
8,318.0,150.0,4498,14.5,75,0.03334815473543797,39.75,8.411388132519262,5.762051382780177,5.0106352940962555,2,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,16.0
8,351.0,148.0,4657,13.5,75,0.031780115954477134,43.875,8.446126742982377,5.860786223465865,4.997212273764115,3,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,14.0
6,231.0,110.0,3907,21.0,75,0.028154594317890965,38.5,8.27052509505507,5.442417710521793,4.700480365792417,2,1,0,0,buick,1,0,0,0,0,0,0,0,0,0,17.0
6,250.0,105.0,3897,18.5,75,0.026943802925327175,41.666666666666664,8.26796230533871,5.521460917862246,4.653960350157523,2,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,16.0
6,258.0,110.0,3730,19.0,75,0.029490616621983913,43.0,8.224163512637862,5.552959584921617,4.700480365792417,2,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,15.0
6,225.0,95.0,3785,19.0,75,0.02509907529722589,37.5,8.23880116587155,5.41610040220442,4.553876891600541,2,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,18.0
6,231.0,110.0,3039,15.0,75,0.0361961171437973,38.5,8.019283792916793,5.442417710521793,4.700480365792417,1,1,0,0,buick,1,0,0,0,0,0,0,0,0,0,21.0
8,262.0,110.0,3221,13.5,75,0.034150884818379384,32.75,8.0774471493312,5.568344503761097,4.700480365792417,1,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,20.0
8,302.0,129.0,3169,12.0,75,0.04070684758598927,37.75,8.06117135969092,5.71042701737487,4.859812404361672,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,13.0
4,97.0,75.0,2171,16.0,75,0.03454629203132197,24.25,7.682943169878292,4.574710978503383,4.31748811353631,0,1,0,1,toyota,0,0,0,0,0,0,0,0,1,0,29.0
4,140.0,83.0,2639,17.0,75,0.03145130731337628,35.0,7.878155336503324,4.941642422609304,4.418840607796598,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,23.0
6,232.0,100.0,2914,16.0,75,0.03431708991077557,38.666666666666664,7.97728198675515,5.44673737166631,4.605170185988092,1,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,20.0
4,140.0,78.0,2592,18.5,75,0.03009259259259259,35.0,7.860185057472165,4.941642422609304,4.356708826689592,1,1,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,23.0
4,134.0,96.0,2702,13.5,75,0.03552923760177646,33.5,7.9017475185201445,4.897839799950911,4.564348191467836,1,1,0,1,toyota,0,0,0,0,0,0,0,0,1,0,24.0
4,90.0,71.0,2223,16.5,75,0.031938821412505626,22.5,7.706612913964197,4.499809670330265,4.2626798770413155,0,1,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,25.0
4,119.0,97.0,2545,17.0,75,0.0381139489194499,29.75,7.841885928984623,4.77912349311153,4.574710978503383,1,1,0,1,datsun,0,0,1,0,0,0,0,0,0,0,24.0
6,171.0,97.0,2984,14.5,75,0.032506702412868634,28.5,8.001019961323651,5.14166355650266,4.574710978503383,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,18.0
4,90.0,70.0,1937,14.0,75,0.036138358286009295,22.5,7.5688956634069955,4.499809670330265,4.248495242049359,0,1,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,29.0
6,232.0,90.0,3211,17.0,75,0.02802865151043289,38.666666666666664,8.074337694089515,5.44673737166631,4.499809670330265,1,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,19.0
4,115.0,95.0,2694,15.0,75,0.03526354862657758,28.75,7.898782356970309,4.74493212836325,4.553876891600541,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,23.0
4,120.0,88.0,2957,17.0,75,0.029759891782211702,30.0,7.9919305198524775,4.787491742782046,4.477336814478207,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,23.0
4,121.0,98.0,2945,14.5,75,0.033276740237691005,30.25,7.987864096085687,4.795790545596741,4.584967478670572,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,22.0
4,121.0,115.0,2671,13.5,75,0.0430550355672033,30.25,7.890208213109961,4.795790545596741,4.74493212836325,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,25.0
4,91.0,53.0,1795,17.5,75,0.029526462395543174,22.75,7.492760300922379,4.51085950651685,3.970291913552122,0,1,0,1,other,0,0,0,0,0,1,0,0,0,0,33.0
4,107.0,86.0,2464,15.5,76,0.0349025974025974,26.75,7.80954132465341,4.672828834461906,4.454347296253507,0,1,1,0,other,0,0,0,0,0,1,0,0,0,0,28.0
4,116.0,81.0,2220,16.9,76,0.03648648648648649,29.0,7.705262474866325,4.7535901911063645,4.394449154672439,0,1,1,0,other,0,0,0,0,0,1,0,0,0,0,25.0
4,140.0,92.0,2572,14.9,76,0.03576982892690513,35.0,7.85243908535751,4.941642422609304,4.5217885770490405,1,1,0,0,other,0,0,0,0,0,1,0,0,0,0,25.0
4,98.0,79.0,2255,17.7,76,0.03503325942350333,24.5,7.720905251936779,4.584967478670572,4.3694478524670215,0,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,26.0
4,101.0,83.0,2202,15.3,76,0.037693006357856496,25.25,7.697121317282625,4.61512051684126,4.418840607796598,0,1,1,0,other,0,0,0,0,0,1,0,0,0,0,27.0
8,305.0,140.0,4215,13.0,76,0.033214709371293,38.125,8.346404870435956,5.720311776607412,4.941642422609304,2,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,17.5
8,318.0,150.0,4190,13.0,76,0.03579952267303103,39.75,8.340456012916183,5.762051382780177,5.0106352940962555,2,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,16.0
8,304.0,120.0,3962,13.9,76,0.03028773346794548,38.0,8.284504227258497,5.717027701406222,4.787491742782046,2,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,15.5
8,351.0,152.0,4215,12.8,76,0.03606168446026097,43.875,8.346404870435956,5.860786223465865,5.0238805208462765,2,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,14.5
6,225.0,100.0,3233,15.4,76,0.03093102381688834,37.5,8.081165777725433,5.41610040220442,4.605170185988092,1,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,22.0
6,250.0,105.0,3353,14.5,76,0.031315240083507306,41.666666666666664,8.117610746466228,5.521460917862246,4.653960350157523,1,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,22.0
6,200.0,81.0,3012,17.6,76,0.026892430278884463,33.333333333333336,8.010359588919783,5.298317366548036,4.394449154672439,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,24.0
6,232.0,90.0,3085,17.6,76,0.029173419773095625,38.666666666666664,8.034306936339489,5.44673737166631,4.499809670330265,1,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,22.5
4,85.0,52.0,2035,22.2,76,0.025552825552825554,21.25,7.618251097876695,4.442651256490317,3.9512437185814275,0,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,29.0
4,98.0,60.0,2164,22.1,76,0.027726432532347505,24.5,7.679713639966372,4.584967478670572,4.0943445622221,0,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,24.5
4,90.0,70.0,1937,14.2,76,0.036138358286009295,22.5,7.5688956634069955,4.499809670330265,4.248495242049359,0,1,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,29.0
4,91.0,53.0,1795,17.4,76,0.029526462395543174,22.75,7.492760300922379,4.51085950651685,3.970291913552122,0,1,0,1,other,0,0,0,0,0,1,0,0,0,0,33.0
6,225.0,100.0,3651,17.7,76,0.027389756231169543,37.5,8.202756381655638,5.41610040220442,4.605170185988092,2,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,20.0
6,250.0,78.0,3574,21.0,76,0.02182428651371013,41.666666666666664,8.181440695719374,5.521460917862246,4.356708826689592,2,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,18.0
6,250.0,110.0,3645,16.2,76,0.03017832647462277,41.666666666666664,8.201111644442758,5.521460917862246,4.700480365792417,2,1,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,18.5
6,258.0,95.0,3193,17.8,76,0.029752583777012214,43.0,8.068716192714781,5.552959584921617,4.553876891600541,1,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,17.5
4,97.0,71.0,1825,12.2,76,0.03890410958904109,24.25,7.509335266016592,4.574710978503383,4.2626798770413155,0,1,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,29.5
4,85.0,70.0,1990,17.0,76,0.035175879396984924,21.25,7.595889917718538,4.442651256490317,4.248495242049359,0,1,0,1,datsun,0,0,1,0,0,0,0,0,0,0,32.0
4,97.0,75.0,2155,16.4,76,0.03480278422273782,24.25,7.675546002537848,4.574710978503383,4.31748811353631,0,1,0,1,toyota,0,0,0,0,0,0,0,0,1,0,28.0
4,140.0,72.0,2565,13.6,76,0.028070175438596492,35.0,7.84971375760487,4.941642422609304,4.276666119016055,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,26.5
4,130.0,102.0,3150,15.7,76,0.03238095238095238,32.5,8.055157731819678,4.867534450455582,4.624972813284271,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,20.0
8,318.0,150.0,3940,13.2,76,0.03807106598984772,39.75,8.27893600229198,5.762051382780177,5.0106352940962555,2,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,13.0
4,120.0,88.0,3270,21.9,76,0.02691131498470948,30.0,8.0925452638913,4.787491742782046,4.477336814478207,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,19.0
6,156.0,108.0,2930,15.5,76,0.03686006825938567,26.0,7.982757702011113,5.049856007249537,4.68213122712422,1,1,0,1,toyota,0,0,0,0,0,0,0,0,1,0,19.0
6,168.0,120.0,3820,16.7,76,0.031413612565445025,28.0,8.24800570160062,5.123963979403259,4.787491742782046,2,1,1,0,other,0,0,0,0,0,1,0,0,0,0,16.5
8,350.0,180.0,4380,12.1,76,0.0410958904109589,43.75,8.384804003370492,5.857933154483459,5.19295685089021,2,1,0,0,other,0,0,0,0,0,1,0,0,0,0,16.5
8,350.0,145.0,4055,12.0,76,0.035758323057953144,43.75,8.307705966549513,5.857933154483459,4.976733742420574,2,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,13.0
8,302.0,130.0,3870,15.0,76,0.03359173126614987,37.75,8.261009786023827,5.71042701737487,4.867534450455582,2,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,13.0
8,318.0,150.0,3755,14.0,76,0.03994673768308921,39.75,8.230843564198235,5.762051382780177,5.0106352940962555,2,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,13.0
4,98.0,68.0,2045,18.5,77,0.033251833740831294,24.5,7.623153068476902,4.584967478670572,4.219507705176107,0,1,0,1,other,0,0,0,0,0,1,0,0,0,0,31.5
4,111.0,80.0,2155,14.8,77,0.037122969837587005,27.75,7.675546002537848,4.709530201312334,4.382026634673881,0,1,0,0,buick,1,0,0,0,0,0,0,0,0,0,30.0
4,79.0,58.0,1825,18.6,77,0.03178082191780822,19.75,7.509335266016592,4.3694478524670215,4.060443010546419,0,1,1,0,other,0,0,0,0,0,1,0,0,0,0,36.0
4,122.0,96.0,2300,15.5,77,0.04173913043478261,30.5,7.7406644019172415,4.804021044733257,4.564348191467836,0,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,25.5
4,85.0,70.0,1945,16.8,77,0.03598971722365039,21.25,7.573017256052546,4.442651256490317,4.248495242049359,0,1,0,1,datsun,0,0,1,0,0,0,0,0,0,0,33.5
8,305.0,145.0,3880,12.5,77,0.037371134020618556,38.125,8.263590432617319,5.720311776607412,4.976733742420574,2,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,17.5
8,260.0,110.0,4060,19.0,77,0.027093596059113302,32.5,8.308938252595778,5.560681631015528,4.700480365792417,2,1,0,0,other,0,0,0,0,0,1,0,0,0,0,17.0
8,318.0,145.0,4140,13.7,77,0.035024154589371984,39.75,8.32845106681936,5.762051382780177,4.976733742420574,2,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,15.5
8,302.0,130.0,4295,14.9,77,0.030267753201396973,37.75,8.365206834418355,5.71042701737487,4.867534450455582,2,1,0,0,other,0,0,0,0,0,1,0,0,0,0,15.0
6,250.0,110.0,3520,16.4,77,0.03125,41.666666666666664,8.166216268592143,5.521460917862246,4.700480365792417,2,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,17.5
6,231.0,105.0,3425,16.9,77,0.030656934306569343,38.5,8.138856750696325,5.442417710521793,4.653960350157523,1,1,0,0,buick,1,0,0,0,0,0,0,0,0,0,20.5
6,225.0,100.0,3630,17.7,77,0.027548209366391185,37.5,8.196987927258897,5.41610040220442,4.605170185988092,2,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,19.0
6,250.0,98.0,3525,19.0,77,0.027801418439716313,41.666666666666664,8.16763571524637,5.521460917862246,4.584967478670572,2,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,18.5
8,400.0,180.0,4220,11.1,77,0.04265402843601896,50.0,8.347590407030058,5.991464547107982,5.19295685089021,2,1,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,16.0
8,350.0,170.0,4165,11.4,77,0.04081632653061224,43.75,8.334471554600944,5.857933154483459,5.135798437050262,2,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,15.5
8,400.0,190.0,4325,12.2,77,0.04393063583815029,50.0,8.37216741936598,5.991464547107982,5.247024072160486,2,1,0,0,other,0,0,0,0,0,1,0,0,0,0,15.5
8,351.0,149.0,4335,14.5,77,0.03437139561707036,43.875,8.374476889214643,5.860786223465865,5.003946305945459,2,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,16.0
4,97.0,78.0,1940,14.5,77,0.04020618556701031,24.25,7.570443252057374,4.574710978503383,4.356708826689592,0,1,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,29.0
4,151.0,88.0,2740,16.0,77,0.032116788321167884,37.75,7.9157131993821155,5.017279836814924,4.477336814478207,1,1,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,24.5
4,97.0,75.0,2265,18.2,77,0.033112582781456956,24.25,7.725330037917135,4.574710978503383,4.31748811353631,0,1,0,1,toyota,0,0,0,0,0,0,0,0,1,0,26.0
4,140.0,89.0,2755,15.8,77,0.032304900181488204,35.0,7.9211727215870145,4.941642422609304,4.48863636973214,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,25.5
4,98.0,63.0,2051,17.0,77,0.030716723549488054,24.5,7.62608275807238,4.584967478670572,4.143134726391533,0,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,30.5
4,98.0,83.0,2075,15.9,77,0.04,24.5,7.637716432664798,4.584967478670572,4.418840607796598,0,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,33.5
4,97.0,67.0,1985,16.4,77,0.033753148614609575,24.25,7.59337419312129,4.574710978503383,4.204692619390966,0,1,0,1,other,0,0,0,0,0,1,0,0,0,0,30.0
4,97.0,78.0,2190,14.1,77,0.03561643835616438,24.25,7.691656822810547,4.574710978503383,4.356708826689592,0,1,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,30.5
6,146.0,97.0,2815,14.5,77,0.034458259325044406,24.333333333333332,7.942717540573791,4.983606621708336,4.574710978503383,1,1,0,1,datsun,0,0,1,0,0,0,0,0,0,0,22.0
4,121.0,110.0,2600,12.8,77,0.04230769230769231,30.25,7.8632667240095735,4.795790545596741,4.700480365792417,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,21.5
3,80.0,110.0,2720,13.5,77,0.04044117647058824,26.666666666666668,7.908387159290043,4.382026634673881,4.700480365792417,1,1,0,1,other,0,0,0,0,0,1,0,0,0,0,21.5
4,90.0,48.0,1985,21.5,78,0.024181360201511334,22.5,7.59337419312129,4.499809670330265,3.871201010907891,0,1,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,43.1
4,98.0,66.0,1800,14.4,78,0.03666666666666667,24.5,7.495541943884256,4.584967478670572,4.189654742026425,0,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,36.1
4,78.0,52.0,1985,19.4,78,0.02619647355163728,19.5,7.59337419312129,4.356708826689592,3.9512437185814275,0,1,0,1,other,0,0,0,0,0,1,0,0,0,0,32.8
4,85.0,70.0,2070,18.6,78,0.033816425120772944,21.25,7.635303886259415,4.442651256490317,4.248495242049359,0,1,0,1,datsun,0,0,1,0,0,0,0,0,0,0,39.4
4,91.0,60.0,1800,16.4,78,0.03333333333333333,22.75,7.495541943884256,4.51085950651685,4.0943445622221,0,1,0,1,other,0,0,0,0,0,1,0,0,0,0,36.1
8,260.0,110.0,3365,15.5,78,0.03268945022288262,32.5,8.121183242078828,5.560681631015528,4.700480365792417,1,1,0,0,other,0,0,0,0,0,1,0,0,0,0,19.9
8,318.0,140.0,3735,13.2,78,0.03748326639892905,39.75,8.225503097566918,5.762051382780177,4.941642422609304,2,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,19.4
8,302.0,139.0,3570,12.8,78,0.03893557422969188,37.75,8.180320874773685,5.71042701737487,4.9344739331306915,2,1,0,0,other,0,0,0,0,0,1,0,0,0,0,20.2
6,231.0,105.0,3535,19.2,78,0.0297029702970297,38.5,8.170468578330674,5.442417710521793,4.653960350157523,2,1,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,19.2
6,200.0,95.0,3155,18.2,78,0.030110935023771792,33.333333333333336,8.056743774975313,5.298317366548036,4.553876891600541,1,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,20.5
6,200.0,85.0,2965,15.8,78,0.02866779089376054,33.333333333333336,7.994632311431825,5.298317366548036,4.442651256490317,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,20.2
4,140.0,88.0,2720,15.4,78,0.03235294117647059,35.0,7.908387159290043,4.941642422609304,4.477336814478207,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,25.1
6,225.0,100.0,3430,17.2,78,0.029154518950437316,37.5,8.140315540159985,5.41610040220442,4.605170185988092,1,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,20.5
6,232.0,90.0,3210,17.2,78,0.028037383177570093,38.666666666666664,8.07402621612406,5.44673737166631,4.499809670330265,1,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,19.4
6,231.0,105.0,3380,15.8,78,0.03106508875739645,38.5,8.125630988477065,5.442417710521793,4.653960350157523,1,1,0,0,buick,1,0,0,0,0,0,0,0,0,0,20.6
6,200.0,85.0,3070,16.7,78,0.02768729641693811,33.333333333333336,8.029432840581244,5.298317366548036,4.442651256490317,1,1,0,0,other,0,0,0,0,0,1,0,0,0,0,20.8
6,225.0,110.0,3620,18.7,78,0.03038674033149171,37.5,8.194229304819817,5.41610040220442,4.700480365792417,2,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,18.6
6,258.0,120.0,3410,15.1,78,0.03519061583577713,43.0,8.134467570277563,5.552959584921617,4.787491742782046,1,1,0,0,amc,0,0,0,0,0,0,0,0,0,0,18.1
8,305.0,145.0,3425,13.2,78,0.042335766423357665,38.125,8.138856750696325,5.720311776607412,4.976733742420574,1,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,19.2
6,231.0,165.0,3445,13.4,78,0.047895500725689405,38.5,8.144679183447758,5.442417710521793,5.10594547390058,1,1,0,0,buick,1,0,0,0,0,0,0,0,0,0,17.7
8,302.0,139.0,3205,11.2,78,0.04336973478939157,37.75,8.07246736935477,5.71042701737487,4.9344739331306915,1,1,0,0,ford,0,0,0,0,1,0,0,0,0,0,18.1
8,318.0,140.0,4080,13.7,78,0.03431372549019608,39.75,8.313852267398207,5.762051382780177,4.941642422609304,2,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,17.5
4,98.0,68.0,2155,16.5,78,0.03155452436194896,24.5,7.675546002537848,4.584967478670572,4.219507705176107,0,1,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,30.0
4,134.0,95.0,2560,14.2,78,0.037109375,33.5,7.847762537473608,4.897839799950911,4.553876891600541,1,1,0,1,toyota,0,0,0,0,0,0,0,0,1,0,27.5
4,119.0,97.0,2300,14.7,78,0.04217391304347826,29.75,7.7406644019172415,4.77912349311153,4.574710978503383,0,1,0,1,datsun,0,0,1,0,0,0,0,0,0,0,27.2
4,105.0,75.0,2230,14.5,78,0.033632286995515695,26.25,7.709756864454165,4.653960350157523,4.31748811353631,0,1,0,0,dodge,0,0,0,1,0,0,0,0,0,0,30.9
4,134.0,95.0,2515,14.8,78,0.03777335984095427,33.5,7.83002808253384,4.897839799950911,4.553876891600541,1,1,0,1,toyota,0,0,0,0,0,0,0,0,1,0,21.1
4,156.0,105.0,2745,16.7,78,0.03825136612021858,39.0,7.917536353943631,5.049856007249537,4.653960350157523,1,1,0,0,plymouth,0,0,0,0,0,0,1,0,0,0,23.2
4,151.0,85.0,2855,17.6,78,0.0297723292469352,37.75,7.956827122090111,5.017279836814924,4.442651256490317,1,1,0,0,other,0,0,0,0,0,1,0,0,0,0,23.8
4,119.0,97.0,2405,14.9,78,0.040332640332640335,29.75,7.785305182539862,4.77912349311153,4.574710978503383,0,1,0,1,datsun,0,0,1,0,0,0,0,0,0,0,23.9
5,131.0,103.0,2830,15.9,78,0.036395759717314485,26.2,7.948031990637284,4.875197323201151,4.634728988229636,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,20.3
6,163.0,125.0,3140,13.6,78,0.03980891719745223,27.166666666666668,8.0519780789023,5.093750200806762,4.8283137373023015,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,17.0
4,121.0,115.0,2795,15.7,78,0.04114490161001789,30.25,7.9355873855892,4.795790545596741,4.74493212836325,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,21.6
6,163.0,133.0,3410,15.8,78,0.03900293255131965,27.166666666666668,8.134467570277563,5.093750200806762,4.890349128221754,1,1,1,0,other,0,0,0,0,0,1,0,0,0,0,16.2
4,89.0,71.0,1990,14.9,78,0.035678391959798994,22.25,7.595889917718538,4.48863636973214,4.2626798770413155,0,1,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,31.5
4,98.0,68.0,2135,16.6,78,0.03185011709601874,24.5,7.666221925662725,4.584967478670572,4.219507705176107,0,1,0,1,other,0,0,0,0,0,1,0,0,0,0,29.5
6,231.0,115.0,3245,15.4,79,0.03543913713405239,38.5,8.08487062913819,5.442417710521793,4.74493212836325,1,2,0,0,pontiac,0,0,0,0,0,0,0,1,0,0,21.5
6,200.0,85.0,2990,18.2,79,0.028428093645484948,33.333333333333336,8.003028666384733,5.298317366548036,4.442651256490317,1,2,0,0,other,0,0,0,0,0,1,0,0,0,0,19.8
4,140.0,88.0,2890,17.3,79,0.03044982698961938,35.0,7.969011781106478,4.941642422609304,4.477336814478207,1,2,0,0,ford,0,0,0,0,1,0,0,0,0,0,22.3
6,232.0,90.0,3265,18.2,79,0.027565084226646247,38.666666666666664,8.09101504171053,5.44673737166631,4.499809670330265,1,2,0,0,amc,0,0,0,0,0,0,0,0,0,0,20.2
6,225.0,110.0,3360,16.6,79,0.03273809523809524,37.5,8.11969625295725,5.41610040220442,4.700480365792417,1,2,0,0,dodge,0,0,0,1,0,0,0,0,0,0,20.6
8,305.0,130.0,3840,15.4,79,0.033854166666666664,38.125,8.253227645581772,5.720311776607412,4.867534450455582,2,2,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,17.0
8,302.0,129.0,3725,13.4,79,0.03463087248322148,37.75,8.22282213081366,5.71042701737487,4.859812404361672,2,2,0,0,ford,0,0,0,0,1,0,0,0,0,0,17.6
8,351.0,138.0,3955,13.2,79,0.03489254108723135,43.875,8.282735880201754,5.860786223465865,4.927253685157205,2,2,0,0,other,0,0,0,0,0,1,0,0,0,0,16.5
8,318.0,135.0,3830,15.2,79,0.03524804177545692,39.75,8.250620082174692,5.762051382780177,4.90527477843843,2,2,0,0,dodge,0,0,0,1,0,0,0,0,0,0,18.2
8,350.0,155.0,4360,14.9,79,0.03555045871559633,43.75,8.38022733634308,5.857933154483459,5.043425116919247,2,2,0,0,buick,1,0,0,0,0,0,0,0,0,0,16.9
8,351.0,142.0,4054,14.3,79,0.03502713369511593,43.875,8.307459327011946,5.860786223465865,4.955827057601261,2,2,0,0,ford,0,0,0,0,1,0,0,0,0,0,15.5
8,267.0,125.0,3605,15.0,79,0.03467406380027739,33.375,8.190077049719049,5.58724865840025,4.8283137373023015,2,2,0,0,chevrolet,0,1,0,0,0,0,0,0,0,0,19.2
8,360.0,150.0,3940,13.0,79,0.03807106598984772,45.0,8.27893600229198,5.886104031450156,5.0106352940962555,2,2,0,0,other,0,0,0,0,0,1,0,0,0,0,18.5
4,89.0,71.0,1925,14.0,79,0.036883116883116886,22.25,7.562681246721884,4.48863636973214,4.2626798770413155,0,2,1,0,volkswagen,0,0,0,0,0,0,0,0,0,1,31.9
4,86.0,65.0,1975,15.2,79,0.03291139240506329,21.5,7.5883236773352225,4.454347296253507,4.174387269895637,0,2,0,1,other,0,0,0,0,0,1,0,0,0,0,34.1
4,98.0,80.0,1915,14.4,79,0.04177545691906005,24.5,7.557472901614746,4.584967478670572,4.382026634673881,0,2,0,0,dodge,0,0,0,1,0,0,0,0,0,0,35.7
